name,review,rating
Safety 1st Grow with Me Portable Booster Seat,"I was given this booster seat from a friend.  I live in a really tiny house - so tiny that there is no room for a kitchen table! Because of this, at first I didn\'t think I would find much use for a booster seat.  Was I ever wrong.  I use it in the living room so my daughter can (have a dry) snack with me, play with play doh, draw, etc.  I just attach the back of the chair to the coffee table leg so that the chair is stable.  It is also much easier to bring along to functions as compared to a high chair. It also comes in handy when we are one high chair short, such as when we had a Passover dinner at my dad\'s house and my friends brought along their 2 year-old; instead of having them lug their high chair down there, I brought along the booster seat.",4
Graco ultraclear baby monitor,"Only being able to compare this product with an old Fisher Price monitor I can say that this monitor is crystal clear. The old Fisher Price one gave out a constant fussy hum and picked up far to much noise around the room (eg the wind blowing past our windows). I\'m confused though about the packaging between this Graco Ultra Clear Monitor and with the \'Graco Clear Range Monitor\' the only apparent difference being \'microchip technology\' while both are using \'telephone technology\'. However I guess the extra $10 is worth it because this is definately crystal clear, without hissing and without interference. It genuinely only picks up our babies sounds. It is not interfering with our 2.4Ghz cordless phone and I have no idea about the review which says \'it\'s too loud\'. Turn the volume all the way up and only when you put a monitor to your ear can you hear hissing, which is why you only need the volume set down to 2 or 3 (out of 4). It has two channels and so far I\'ve not even had need to try a different channel due to static or interference. Who needs 2.4Ghz monitors (for greater range) like the Sony one- unless you plan on mowing the grass outside while monitoring? And the advantage here is you\'re provided with two monitors not just one.",5
Graco ultraclear baby monitor,"I am currently looking for a monitor for our second child.  We bought this one for our first child 2 years ago.  We thought we were buying quality, but this thing started getting more static at 3 months...then [just like the reader from MA] it stopped working completely.  What a waste of money!!",1
Graco ultraclear baby monitor,Love this monitor!  This monitor is so clear... I can hear my baby move in his crib and the base is across the room from his crib.  From the day we brought him home from the hospital we have used this monitor and it has never failed us!  We recently traveled to another state to visit friends and took the monitor to use while we were there... our friends live in a condo complex with a pool.  This monitor worked from the pool... which was 4 units away from their unit and on the opposite side of the building.  (Don\'t worry... my friend was in the kitchen the whole time because her kids were sleeping in another room.)  My friends were so impressed that they gave away their monitor after we left and bought a GRACO Ultra Clear Monitor to use for their two boys.  So glad we have this one!  Highly recommend!!!,5
Graco ultraclear baby monitor,"I can\'t tell you how clear this monitor is!  I could hear my preemie baby sucking his pacifier with the base across the room from his crib, and that\'s not even something I normally hear when I\'m with him.  Having two receivers is wonderful, I don\'t have to move one from room to room depending on where I\'ll be.  And not having batteries in the base really doesn\'t matter, because if the electricity is out, there\'s nothing else in the house to make noise that would prevent you from hearing baby.  It\'s not interrupted by our high powered cordless phones or the video monitor, either.  I highly recommend it!",5
Graco ultraclear baby monitor,After reading the reviews I was very worried about all of the problems I read about.  I have not however encountered any of these with this monitor.  This monitor comes in very clear you can even hear the baby breathing!  I like the dual monitors I leave one in a stationary location and the other I carry around with me.  This way I have one on with the electricity but can also use a battery in the mobile one.  Once I read the reviews and decided on this monitor I did have trouble finding it.  I found it at Target.  I would definitly buy this product again.,5
Graco ultraclear baby monitor,"I\'m a fan of Graco products in general, and this monitor does not disappoint.  The base is very sensitive, so it transmits even the smallest sounds from your baby\'s room.  The dual receivers work even when on different floors from the transmitter - in our 3-level, 2,400 sq ft house there\'s no spot I\'ve found that doesn\'t get reception.  Best of all, the frequency doesn\'t cross our phones, computer network or any of our other electronics.  Highly recommended!!",5
Graco ultraclear baby monitor,"After trying 2 other monitors, this one is wonderful.  It gets great reception inside and out (I can get some yard work done!).  I have a 2-story house with a basement and get reception on all 3 levels.  Excellent product!",5
Safety First Cabinet and Drawer Latches - 12-Pack,"Better then the new model, but still a pain to install and dont work all the time. But still better then the other that breaks the head all the time. If it does not work all the time why do it?",2
Safety First Cabinet and Drawer Latches - 12-Pack,"Personally I found these a hassle to install, ignore the included directions and break out your drill to make pilot holes.  Also difficult to adjust alignment side-to-side, so drill the holes right!  Works great for cabinets once installed correctly.  I gave up on installing them in drawers.",3
Safety First Cabinet and Drawer Latches - 12-Pack,We purchased these--fairly easy to install as long as you have a drill.  Keeping baby out so far.  Used when tot locks were to hard to locate with magnet-better than them by far.,3
Safety 1St/Dorel Oven Lock 241 Child Safety,"I like the lock, however the sticky tape that comes with it does not hold well.  I need to get some better tape and then it may stay on better.  It does at lease deter my daughter and she hasn\'t tried to open it since I put it on the oven.",3
Safety 1St/Dorel Oven Lock 241 Child Safety,"This item won\'t attach to a regular stove because the adhesive won\'t stick to the sides.  Also, it comes unlocked too easily if you can manage to get it to stick to the oven.",2
Safety 1St/Dorel Oven Lock 241 Child Safety,"We love this oven lock. It does what it is supposed to and the adhesive seems to be working extremely well. It was hard to attach at first because there are three pieces and with only two hands it\'s hard to hold all the pieces where they need to go. It doesn\'t get too hot to touch when the oven is on, which is great so that I can have it locked while I\'m cooking and then unlock it without getting burned to take the food out.",5
Safety 1St/Dorel Oven Lock 241 Child Safety,Does what it is supposed to.  Basic and easy too use and little ones can\'t figure it out.,5
Blind Cord Wind Ups,"If you\'re using them to simply get the cords out of reach then they\'ll likely be ok.  However, if you will actually be raising and lowering the blinds then these DO NOT work at all.",1
Blind Cord Wind Ups,This works but it is just a container to hold the cords.  It does not wind and unwind without opening.  We ended up just cutting our cords to shorten them.,2
Blind Cord Wind Ups,Do not waste your money or time on these-completely useless this product is garbage! They are being returned anything would work better than this,1
Blind Cord Wind Ups,"I bought these for my plantation blinds.  If you have lightweight venetian blinds with very short cords, this might be useful.  I can not wind up enough cord to shorten it enough to keep out of reach. And if I do get it short enough, then when I try to actually open the blinds this thing pops off.  they are hard to keep on.  Also, if they are within reach of the child, they create a strangulation hazard because they create a loop.  I am going to replace these with cleats next to my windows.",1
Blind Cord Wind Ups,"these do get the job done.... if you have really long cords they still hang down pretty low, but they still are high enough to keep out of my son\'s reach. before i just had a nail up on the wall and had the string up on it, and that did the trick too, but this is a bit easier. (my son is 15 months) I for the life of me could not figure out how to put the dang thing together. the package instructions didnt make sense to me, and i even looked up instructions online. maybe i\'m just blonde, i dont know. I was just horribly confused. i ended up just doing what i thought looked right, and it worked out, but i\'m not sure if it\'s the ""correct"" way. it was very inexpensive and it got the job done, so overall i\'m pretty happy with it. just wish it went up higher. I guess for the money, I would recommend it.",3
Blind Cord Wind Ups,"I\'ve had these up on my windows for about 3 months now and have had no problems with them falling off or anything. My son hasn\'t tried to pull at them yet and if he ever does, I dont know how well they will hold up but for the price, they are a pretty gold safety meAsure. They definitely keep the cords wound up above his reach so hopefully pulling on them wont ever be an issue anyway. So yeah, no complaints here",4
Blind Cord Wind Ups,TOTALLY Useless! The 2 pieces will not stay together when you put any kind of pressure on the cord.  Get some retrofits at Window Coverings Safety Council instead!,1
Graco Deluxe Tot-Lock with Tray and High Back Seat - Navy Gingham Pattern,"I had my first un-interrupted restaurant dinner after I used this hook-on chair.  My 6-month old daughter just sat there, watched us eat, happily banging on the tray with her little hands without wanting to be held.  Absolutely the best money I have ever spent on a baby product!",5
Graco Deluxe Tot-Lock with Tray and High Back Seat - Navy Gingham Pattern,"I can\'t say enough good things about this chair!!  We love it!  It is really easy to use on a wide range of tables.  We mainly use it at our bar, but it fits well on all of the tables we\'ve tried it on so far.  It is a great thing to have for going to dinner with friends or family.  It also comes in handy when having company with a small child as one can use this and the other can use the high chair.  Folds up easily to travel.The tray is a bit tough to get on and off, but that is probably good so that the child can\'t pinch their fingers.I do have one complaint and that is regarding the strap. It is the kind that has one center piece and the two side straps snap into the center.  It holds the child in securely, but doesn\'t always come unsnapped on one side very easily.  I also have a Graco swing with the same snap &amp; have had the same problem.  This can be a bit frustrating, but is definitely not enough to keep me from highly recommending this item!",5
Graco Deluxe Tot-Lock with Tray and High Back Seat - Navy Gingham Pattern,We bought this chair to use in our motorhome and now we use it everywhere.  We always take to the restaurants with us.  It works great on most sturdy tables and we love when we get a booth.  Our son was also able to use it earlier than the restaurant chairs because it has a higher back on it and he is always at the right level with the table.  Another feature I love is that he has his own tray (which can be removed).  This way he always has a clean place to eat!!  We highly recommend this product.,5
Graco Deluxe Tot-Lock with Tray and High Back Seat - Navy Gingham Pattern,"We absolutely LOVE our Graco Deluxe Tot-Lock Chair!!  Our son is 9 months old and we have most certainly already got our money worth!We love that fact that every time we eat out we know that he\'s eating on a clean surface. He is always buckled in and I don\'t need to worry about the germs that are on the restaurant high chairs.  We can very easily sit in a booth, which is definitely more comfortable than sitting at a table.We take this chair with us everywhere.  When we fly to visit relatives, it comes right along with us.  It easily fits into our suitcase and doesn\'t take a lot of room.  It connects to almost every single table!!You do need to be careful with some tables, as they can be flimsy and move. In cases like that, I plop my husband across from my son and all is well!I highly recommend this chair to EVERYONE, it\'s a must have!",5
Graco Deluxe Tot-Lock with Tray and High Back Seat - Navy Gingham Pattern,We got this to take when we visit grandma or eat out. Now my daughter insists on sitting in it at home. We have put the high chair away and this seat is a great space saver! It\'s super easy to set up and remove from the table which makes cleaning a breeze.,5
Graco Deluxe Tot-Lock with Tray and High Back Seat - Navy Gingham Pattern,We like this seat and it allows the baby to be part of the family.  One problem... your table must be flat on the underside... I have a table I intended this for that has framing between the four legs only  about three inches in from the side of the table... this makes this chair unusable.  You need about 7 inches on the underside of your table that are flat for the chair to be properly set up.,4
Graco Deluxe Tot-Lock with Tray and High Back Seat - Navy Gingham Pattern,"I saw this while browsing and decided to get it on a whim, and I am so pleased with it. It is very nice to take into restaurants and you KNOW your highchair is clean. It puts them at your level and they feel part of the family. I love that it has a tray so again, sanitary eating surface. The plastic is easy to wipe down, but we haven\'t had any big messes to clean from the crevices, so I can\'t complain about that yet. It feels very secure once attached and the only thing to watch is that the table won\'t tip from the unbalanced weight. Two things I wish were easier, first, depending on the table thickness, we sometimes have to put the chair part-way on and put our daughter in before securing it tightly to the table, so it really takes 2 of us to do it safely. She just can\'t maneuver into the seat otherwise. And second, it is a bit bulky even though it folds almost flat. It folds to about 12&quot;x24&quot; (I am guessing, don\'t quote that) but we just leave it in the cargo area of the SUV and it\'s not bad. Really is a hassle when carrying the baby, diaper bag, and this seat at the same time, so I use it only when I have someone to help me. Once in place, it has been a wonderful purchase! Well worth the effort!",5
Safety 1st Tot-Lok Starter Set,Works great but beyond a nightmare to install. Get ready for a learning curve perhaps 30mins for the first then 15 for the rest by the time you install and adjust doors to work well. Once in fantastic!,4
Safety 1st Tot-Lok Starter Set,"My husband and I installed these and experienced the same problem as the previous reviewer. The magnet seemed too weak to work well. But the set includes extensions.  The hole needs to be drilled deep enough so that the magnet comes close to the front of the cabinet door. (I suggest putting a piece of masking tape on the drill bit, so that you can make the hole deep enough without going through the cabinet door.)  When the hole is deep enough & the extension used, it works well.  And there\'s even a latch to keep it unlocked, if you want to keep it unlocked without uninstalling the whole thing.",4
Safety 1st Tot-Lok Starter Set,"Magnets rule.  These things may be a more challenging install but if you think it through and go slow they do indeed work as advertised.  Just don\'t try to do it in a hurry or with your toddler ""supervising"" because you will get distracted, break something, and/or teach them a new word or two!Some tips that may save some time and energy, both of which you obviously need considering aforementioned toddler.GET THE FULL SIZE INSTRUCTION SHEET!Yes yes, the instruction sheet blows.  Even laser eye surgery won\'t help you see the diagrams clearly enough.  But after a bit of hunting I found a PDF of them online which you can ZOOM into and see everything MUCH clearer!  Go to the safety first website at safety1st.com and search for instructions for product number 71175.  Print, have a beer and read em through.Consider all surfaces before installation:The top frame of our sink cabinet had stuff in the way and the double doors don\'t have a center post.  Doh.  But after a time-out and another beer, I realized I could  try attaching the strike plate to the inside bottom of the cabinet and it works just as well.  So before thinking it doesn\'t work, ignore the diagrams and evaluate which edge will work best.From experience... avoid drilling 4 holes then re-drilling 4 more:SKIP the second part of Instruction #2 that says to mark the 4 holes for the lock first.  Just drill the center hole for the magnet plunger thingy  first.  I did as the instructions say and because I was a bit off on the center hole (remember the beer) all 4 of those holes were useless.  On subsequent installs, I would insert the lock (good time to test it too) and then once it\'s all groovy, use the actual lock in position to mark and pre-drill the 4 holes to attach the lock to the cabinet.Save money:  use fewer Tot Loks on double doors:Before you buy 20 of these... One money saver idea...  if you have any cabinets that have ""double doors"" that meet in the middle, you can reduce your costs by just using a tot lok on one of them, then place an inexpensive sliding surface bolt or other interior cabinet latch (from any hardware store) on the inside of the second door.  Open one, reach over and pop the second one when you need that side open.  I did this on the lesser used, garbage disposal side of the sink cabinet and thus impressed the wife with my unusual frugality and common sense.Hope this is helpful!",4
Safety 1st Tot-Lok Starter Set,"As previous reviewers have stated, these locks are very difficult to install. Mine did come with a drill bit stop, but I had to go buy the right bit for the drill. Then the stop did not work, it was too loose on the bit, even though we bought the size suggested in the instructions. This resulted in drilling through one cabinet door. Then on the second door, despite being very careful, my husband drilled through even with the stop on the bit. After some measuring, we came to the realization that the lock would only work if installed in a spot where the front of the cabinet was cut in to give it a paneled/beveled look. This makes the door too narrow, so that the lock is impossible to install without drilling all the way through it. We still have this lock on the doors we drilled through, because it works well and we have not been able to get replacement doors yet, we can\'t find them! So yes, it works great once installed. If you have thick doors and don\'t mind the hassle, go ahead and get them. Otherwise keep looking.",3
Safety 1st Tot-Lok Starter Set,"We have 5 of the Tot-Loks and 2 magnets.  Three of the locks are in the bathroom and 2 protect the chemicals under the sink.  The installation of the locks took a little more time than other systems, but only took 30 minutes to install all the locks.  We have some friends that use the locks that you have to push down the arm to get the door open, they are always complaining that their toddler smashing his finger trying to get the door open.  Don\'t have to worry about smashed fingers with these locks.  Also don\'t have to worry about glue from adhesives ruining the front of your cabinets.  Once removed there is only a small hole on the inside of the door.  We don\'t lock our drawers since we do not keep any knives in the drawers, so I can\'t state how well they work on drawers.  But they are a great product and have suggested them to anyone with a toddler or expecting.",5
Safety 1st Tot-Lok Starter Set,"I saw a few negative reviews on these locks that made me hesitant to purchase them, but when my 18 month old son came in the living room holding the freeze off wart can, that was it! They have such little arms and fingers; he reached right under the sink that had the traditional plastic child proof locks. I bought the 2 pack to try it and was so very careful because as some of the reviews said, you can drill right on through the cabinet and that is quite true, I almost did it on the first one I did. I blame my husband for distracting me, but I was holding the drill. Take it slow and BE CAREFUL! Consider turning the speed of your drill down so it doesn\'t get away on you. It\'s worth it, and as long as you use the little magnet extenders they give you, it will work awesome! As for being tricky, yes you have to read the directions. The first one took me about 30 minutes to figure out, but then it was easy! I ordered more and I just now put 2 more on, in about 10 minutes and they work super! If you need extra keys like we did, consider buy another couple of 2 packs, you pay $7.99 for an extra key and only get the key. For 3 bucks more you can get 2 more locks and the key and put them maybe in the kitchen where you have more cabinets. Just stick the key on the fridge, high up away from little fingers and you always know where it is! I\'m very impressed with this safety lock system and won\'t use anything else.",5
Safety 1st Tot-Lok Starter Set,"I wouldn\'t consider myself a handyman at all, and these locks were easy to install. It seems like people who had a problem installing these either A)were afraid of/didn\'t know how to use a drill B)had abnormally thick cabinets or C)didn\'t read the instructions.  Just follow the instructions, and you\'ll be fine.  Our cabinets don\'t budge an inch, and I\'m confident that my daughter won\'t be able to pry them open.  Heck, I can\'t pry them open.  They are more expensive than the other kinds, so we just got these for our cabinets that have sharp objects or chemicals in them.  For the other drawers and cabinets, we just used the cheap, plastic hooks.Overall, very good, very effective, and very easy to install.",5
Safety 1st Tot-Lok Starter Set,"Love these. Not the easiest to install and they may take a little getting used to, but so worth it! They are really secure and do not interfere with the appearance of your cabinets. Would recommend in a heartbeat!",5
Safety 1st Tot-Lok Starter Set,"Being a woman and I installed 5 locks by myself it wasn\'t that bad.  This is the best thing I ever bought.  It takes some thinking and organizing and then you are on your way.  You cannot just start drilling, you have to study the pictures and the instructions.  But at the end it pays off.",5
Safety 1st Tot-Lok Starter Set,"I guess we should have known, having had poor experiences with Safety First products in the past, but even with that past experience, we were dumbfounded at the cheaply made, poorly designed garbage that is this system.  I guess, if you don\'t love your children, and you don\'t care for your beautiful cabinetry, go out and buy one of these....or five.  We installed it, it didn\'t work.  We returned it.  We are very unhappy!",1
Safety 1st Tot-Lok Starter Set,These were impossible to install.  We ended up returning them.  My husband builds his own furniture and is very handy with tools.  He could not get these to work if his life depended on it.,1
Safety 1st Tot-Lok Starter Set,"This is a wonderful product!  I tried several brands of the traditional plastic cupboard toddler locks and they kept breaking or the cupboard could still be pulled open.  Tot lok is strong and unopenable without the key.  Plus, it does not compromise the look of my cupboards either.  The instructions are easy to follow for proper installation.  I can\'t say enough about this great product!  Highly reccommended!",5
Safety 1st Tot-Lok Starter Set,"I bought this to defeat the prying hands of my 2 year old. I lost.The device is phenomenal in concept and even drilling holes did not deter me. I was able to get this to work fabulously for cabinets and pieces of wood under 1.125"" thick--before you add the ""Extension Slug"". In a sentence, any cabinet thicker than 1.125"" is entirely non-functional.The magnet that comes with the lock is great and strong--and activates the lock consistently across the 3 packs of locks I bought through 1/8"" of wood so long as you\'re not using the extension slug. The extension pin, however is fully functional. Once you add the extension slug, the device stops working entirely.",1
Safety 1st Tot-Lok Starter Set,"We tried the tab and hook kind, where you push down the tab to disengage it from the hook, but those still allow your kid (and you) to get your finger smashed in the drawer, and kids figure them out pretty quick. Even the small gap needed to get your finger in to depress the tab is like a mile wide gap for small hands.  Installing them is a bear, with lots of trial and error, and usually no templates to help you. They also tend to collect grime, and they break or loosen up a lot over time.These are great!  The doors/drawers remain firmly shut until the magnetic lock is disengaged with the ""key"".  The directions are good, and they include a sticky template for each lock.  I will say that you need to read the instructions and make sure how your hardware is supposed to be lined up. I screwed up the first one I ever did, which was more me hurrying and screwing up some spacial relations as far as what direction things needed to be in than bad instructions.  After that the rest (we have quite a few of these installed) went smoothly.The sticky templates are especially helpful making sure everything is where it\'s supposed to be. If you have thick doors (we have really thick, hardwood cabinet doors) they have extender slugs that effectively lengthen the magnetic catch.  Even if you have to have a handyman install these they\'re well worth it!One note: It does take some trial and error to get the hang of what spot you have to pass the ""key"" over to disengage the lock. But you get the hang of it quickly.",5
Secure Grip Door Knob Covers,"Assuming your child was born with 2 functioning hands, don\'t waste your money.  My cat could figure these things out.",1
Secure Grip Door Knob Covers,This product is great!  Keeps two year old out of pantry and basement door.  Don\'t have to worry about her falling down the basement stairs as she can open all other doors with ease.,5
Secure Grip Door Knob Covers,"The hole in the middle is just the right size for little fingers to get in. My son realized this immediately. They manufacturers really need to think of a more clever design. The covers did however successfully keep me out when I needed to open the door. I therefore think it should be called ""parentproof"".",2
Secure Grip Door Knob Covers,"This product works but it is cheap plastic and won\'t last long and if you don\'t have large doorknobs the product is much too big.  The package says it should spin freely on the knob but on our doorknobs it sags too.  This would be fine for larger knobs, though only if there is adequate supervision as well, because I think a determined child could break the plastic given a bit of time.",2
Secure Grip Door Knob Covers,"I have a 2 year old, that ended up walking down the driveway with this on the door. I was watering my flowers, and she was in the house with Daddy and sissy, next thing I know, she is standing right next to me laughing. I brought her back in the house, and watched as she opened the door as quickly as I do. Doesn\'t stop her at all, doesn\'t even slow her down.",1
Secure Grip Door Knob Covers,"These knob covers worked well at our house, from when our kids were 1 1/2 til they were 4 and more.  They are intended to fit loosely over your door knob, so the cover spins freely when a child touches it, and the knob doesn\'t turn.  Your child should not be able to open the door until they are taller, and their hands are bigger, to be able to press buttons on opposite sides of the knob cover at the same time.After the covers were over a year old, we replaced a few because the rubber on the inside was getting sticky and so the covers gripped too much, and the knob could be turned by a child tall enough to press down on the top.When our kids were 4, the tallest one began to be able to open the doors with these covers on.  But they got us through the most difficult years, when saying ""no"" isn\'t enough to stop the kids going to unsafe areas.Our kids are now 5 years old (triplets), and we still have these knob covers on our doors to go outside.  Those doors are stiff and heavy enough that the kids can\'t open them without help.  And we are glad they can\'t leave the house without us knowing about it!It\'s too bad these don\'t work for all kids, for all doors.  But for the modest price, it\'s worth trying them.  You might get a lot of peace of mind.",4
Safety 1st Seat Belt Adjuster,"This is a good way to get the shoulder strap off your neck without any fuss.  There isn\'t too much more to say, except your small person will love not having the shoulder strap around their neck any more.",4
Safety 1st Seat Belt Adjuster,These are not just for children. I used mine all the time. It really helps to keep the shoulder strap from grabbing you across the neck. It is so much more comfortable to wear a seat belt now. I have bought several as gift for friends and they love them too.,5
Safety 1st Seat Belt Adjuster,"This item is NOT SAFE.  The lap belt portion of the seat belt should rest on the hips/thighs of the passenger.  Devices like this can cause the lap belt to ride up onto the soft part of the abdomen, which can cause serious internal injuries in a crash.  If your child is too short to use the seatbelt properly (no putting it behind their back, and no shoulder belt across the neck/face) they should still be in a booster seat!  Most children are not ready for just a seatbelt until they are at least 8 years old and 80 pounds.  Take the money you would put towards this product and get a booster seat instead.",1
Safety 1st Seat Belt Adjuster,"I ordered five of these so that my disabled son would have this seat belt adjuster in every car he rides in.  It is easy to install, easy to adjust and stays in place well.  My son is 12, and needs to be secured in the seat belt without it choking him.  It took him a little while to adjust to it, but now it\'s not even an issue.  He has used it in all five cars, and we have all been pleased with it - especially for the price!  I am very pleased with this product and would reccommend it to anyone.",5
Safety 1st Seat Belt Adjuster,I have two of these adjusters and have been using them since my kids were 5 years old.  They take a few minutes to put on properly but they work and the kids can clip themselves in....Yeah!!!!  They are excellent when traveling!!!  I will be buying yet another one in a few months.,4
Safety 1st Seat Belt Adjuster,"My wife is one of the ""little"" people.This is more confortable than other alternitives.",5
Safety 1st Magnetic Tot Lok Complete Set,My husband finally installed the magnetic locks and I absolutely love them.  I can\'t comment on the installation as I stayed away for that part but the locks work great. I love the fact that you don\'t have to open a drawer or door and smash your finger in the process of trying to unlock it. I believe this is item is well worth the price.,5
Safety 1st Magnetic Tot Lok Complete Set,"This is a very nice product, and does exactly what you\'d expect it to do. My only two gripes are: (1) It\'s true that the first one is hard to install. The instructions are a bit hard to follow, and I think an adhesive version would be a big seller. (2) The extra kets are expensive. Otherwise, I really, really like the product. It\'s exactly what I was looking for, completely invisible, and my child can\'t possibly defeat this unless we leave the key within reach. Buy an extra key with the kit or you won\'t be able to get in either if and when you lose the enclosed key. A regular refrigerator magnet will NOT work as a emergency back up key.",4
Safety 1st Magnetic Tot Lok Complete Set,"My sister and brother-in-law had these and I wanted some too.  I wish I would have read the many negative reviews on these before I purchased them and drilled holes in my kitchen drawers.  The bottom line is, like many of the negative reviewers point out, these will not, and do not work on hard wood solid drawers.  They may work for cabinet doors only, and after my experience I would be skeptical of those as well unless they are really cheap plywood cabinets.  The idea behind these is they open by using a magnetic key that, in theory, unlocks the locking mechanism by placing the magnet on the front front of the drawer or door. However it is not powerful enough to pass through the outsides of my drawers to engage the mechanism (and I drilled ""drill bit is not included"" almost to the very edge of the front of my drawer.  That is going through a half inch of solid wood of the drawer cover, and also a half inch of the interior of the drawer. I even used the extra metal extender slug included in the package.  Nada. They do not work and there is nothing I can do to make them work.  The bad part is I bought them through ebay.  Lesson learned there.  Cannot return them. I am really not sure if these are even designed for drawers.  Be warned folks.",1
Safety 1st Magnetic Tot Lok Complete Set,"This a great tool to keep toddlers out of cabinets. I\'ve tried the product that latches on the cabinet or drawers and I found them harder to install. This install can be rather tricky but it\'s worth it once they are in place. It comes with a guide to help you figure out where the screws go, the main tricky part is drilling the required hole and stopping just before you go all the way through your cabinet. Although it comes with a piece that helps you know where to stop, you have to do one cabinet to figure this out first.",5
Safety 1st Magnetic Tot Lok Complete Set,"So far so good after a couple of weeks. Just be careful not to drill your pilot holes to deep because the screws are short. Made the mistake on the first one, but after that one it went smoothly. The templet was perfect and all works well.And it\'s child pull tested.  She is a strong one and has been testing it out.",5
Safety 1st Magnetic Tot Lok Complete Set,"This is simply a great product.  It is installed inside the cabinet so there is nothing to see from the front.  The newer models work even easier than the original ones we purchased years ago.  They open easily when the magnet is put near (don\'t even need to touch the cabinet door).  We use these in several places over the house and love the convenience, but piece of mind it gives.  They are also pretty strong - our 3 1/2 year old pulls and tries to open sometimes and has not broken or pulled open any drawer.NOTE - The old version needed a drill to make a small hole on the lock which sits inside the door, but the newer ones like this no longer require that hole to be made. These work better and are easier to install - just need a screwdriver and a few minutes.",5
Safety 1st Magnetic Tot Lok Complete Set,"Such a great idea but...installation is ridiculously difficult but I suffered through to protect my child.  I ended up with holes in my nice furniture and a system that will not work.  My entertainment center is a hardwood, maybe that\'s a factor I don\'t know, but my cabinets aren\'t thick enough for the extension slug so I\'m at a loss.  Maybe I\'ll look for a stronger magnet and try again since the damage is already done.Oh well I guess that\'s why they make wood filler and stain, just add that to my list of a million projects.",1
Safety 1st Magnetic Tot Lok Complete Set,"My husband and I had some trouble installing these. As others have said before, make sure you swipe the key over the lock BEFORE closing the door to ensure that it works properly (it should click and release easily). If not, you might end up like we did being completely locked out of our cabinet! When I called customer service, they were not helpful at first and suggested I find a stronger magnet to open the door. I kept asking to speak with someone who knew the product well. Finally, I spoke with a wonderful representative who told me the problem was probably that I had not drilled far enough into the cabinet. I was able to pull the door open just enough to fit a thin, metal shish-kabob skewer between the door and the lock to release the lock. We drilled a bit deeper into the cabinet and it worked! Now, these locks work beautifully. As soon as we slide the key over the area, it unlocks quickly and easily. Also, make sure to measure the depth of the cabinet and add the extra slugs as recommended. We really like these locks! It is so easy to keep them in the unlocked position for times when there are no children in the house.",4
Safety 1st Magnetic Tot Lok Complete Set,Set up is a bit timely but they are great. We bought a house that had them just needed a few more. The lock an be deactivated which is really convenient.,5
Safety 1st Magnetic Tot Lok Complete Set,"My son\'s first reaction to his new \'big boy\' furniture was to open the drawers and climb up.  We tried the lesser expensive spring locks, but he can still open the drawers a little bit and climb up.  That\'s when I found the tot locks and the drawers do not budge unless you have the key.  I love the option where he can\'t pry the drawer open to climb.  Spring locks are good in our kitchen for easy frequent access, but for a bedroom tot locks are perfect!  I\'ve read reviews where they are difficult to install, I had no issues at all with directions or install.",5
Safety 1st Magnetic Tot Lok Complete Set,"We tried Safety 1st\'s alternative cabinet lock, the kind you press down with your fingers just inside the cabinet door, as well as Tot Lok. We put some of each system on various cabinets in the kitchen. Tot Lok is vastly superior to the other kind. It works every time instead just most of the time; it makes it impossible for our 18-month-old to smash her fingers in the drawers and cabinets; it is strong and secure.",5
Safety 1st Magnetic Tot Lok Complete Set,These are great for keeping the little ones out. They don\'t require much to install. There is a template included so you get everything lined up perfectly the first time and drill your holes in the correct space. That\'s right if you don\'t want to add holes to your cabinet then these aren\'t for you. They are easy to disengage and they have an unlock switch for when you don\'t have to worry about the little one getting into the cabinet.,5
Safety 1st Magnetic Tot Lok Complete Set,"Love these, my son can not open anything now. Everything is totally safe in our home now because of these",5
Safety 1st Magnetic Tot Lok Complete Set,This product is very easy to install and is the best of all child safety locks.  It\'s magnetic system is easy for parents but impossible for kids. =),5
Safety 1st Tot-Lok Magnetic Key,"We have the Safey 1st  tot locks on our chemical, bathroom, and treat cabinets, and we used to have 4 magnets.  We love these locks, they do give you some peace of mind.....  Until our 2 year old hides them (still unfound even tried using the android magnetic sensors).  So to bpass the locks, you can unscrew a hinge if they\'re external or snake your. arrm thrgh a drawer if you\'re lucky.Anyway..  I\'m one of those guys that kees hard. drive magnnets around and I\'m using that until I get the 2 magnets I just ordered.Also, If your kids are acrobats, you should look at mounting a cupboad hook in the cieling away from climbable objects.  Hang a key ring where both adults can reach it with arm fully extended and tha should solve the snack pilferage ;)",4
Safety 1st Tot-Lok Magnetic Key,This key has more magnetism than the one that came in the kit.  Key will actually hold on the outside of the cabinet door and seems to unlock with more authority.  Like it.  Keep the original kit key as a spare.,5
Safety 1st Tot-Lok Magnetic Key,"I\'d have to suggest that the other reviews were either sour grapes over the price of the magnet alone (reasonable, and I can\'t figure out why a magnet alone is so much compared to a kit with locks included) or a misunderstanding about how the product works.The reviewer who downrated because ""it\'s only a magnet"" may not realize that the lock itself if MECHANICAL (plastic interfaces that interlock) with a MAGNETIC RELEASE.  The drawer/cabinet is NOT kept closed via magnet.I might suggest moving over to the kits that contain the magnet along with the locks, however.  You\'ll need several magnets unless you are locking multiple cabinets in the same room.",5
Safety 1st Tot-Lok Magnetic Key,We had to get a replacement after one of our &#34;keys&#34; grabbed a cookie sheet on the way into the oven. Having 2 makes life so much easier. Our youngest is lovely called a hurricane based on her path of destruction.,5
